ParentID,ID
1260,3260
1261,3261
1262,3262
1263,3263
1264,3264
1265,3265
1266,3266
1267,3267
1268,3268
1269,3269
1270,3270
1271,3271
1272,3272
1273,3273
1274,3274
1275,3275
1276,3276
1277,3277
1278,3278
1279,3279
1280,3280
1281,3281
1282,3282
1283,3283
1284,3284
1285,3285
1286,3286
1287,3287
1288,3288
1289,3289
1290,3290
1291,3291
1292,3292
1293,3293
1294,3294
1295,3295
1296,3296
1297,3297
1298,3298
1299,3299
1300,3300
1301,3301
1302,3302
1303,3303
1304,3304
1305,3305
1306,3306
1307,3307
1308,3308
1309,3309
1310,3310
1311,3311
1312,3312
1313,3313
1314,3314
1315,3315
1316,3316
1317,3317
1318,3318
1319,3319
1320,3320
1321,3321
1322,3322
1323,3323
1324,3324
1325,3325
1326,3326
1327,3327
1328,3328
1329,3329
1330,3330
1331,3331
1332,3332
1333,3333
1334,3334
1335,3335
1336,3336
1337,3337
1338,3338
1339,3339
1340,3340
1341,3341
1342,3342
1343,3343
1344,3344
1345,3345
1346,3346
1347,3347
1348,3348
1349,3349
1350,3350
1351,3351
1352,3352
1353,3353
1354,3354
1355,3355
1356,3356
1357,3357
1358,3358
1359,3359
1360,3360
1361,3361
1362,3362
1363,3363
1364,3364
1365,3365
1366,3366
1367,3367
1368,3368
1369,3369
1370,3370
1371,3371
1372,3372
1373,3373
1374,3374
1375,3375
1376,3376
1377,3377
1378,3378
1379,3379
1380,3380
1381,3381
1382,3382
1383,3383
1384,3384
1385,3385
1386,3386
1387,3387
1388,3388
1389,3389
1390,3390
1391,3391
1392,3392
1393,3393
1394,3394
1395,3395
1396,3396
1397,3397
1398,3398
1399,3399
1400,3400
1401,3401
1402,3402
1403,3403
1404,3404
1405,3405
1406,3406
1407,3407
1408,3408
1409,3409
1410,3410
1411,3411
1412,3412
1413,3413
1414,3414
1415,3415
1416,3416
1417,3417
1418,3418
1419,3419
1420,3420
1421,3421
1422,3422
1423,3423
1424,3424
1425,3425
1426,3426
1427,3427
1428,3428
1429,3429
1430,3430
1431,3431
1432,3432
1433,3433
1434,3434
1435,3435
1436,3436
1437,3437
1438,3438
1439,3439
1440,3440
1441,3441
1442,3442
1443,3443
1444,3444
1445,3445
1446,3446
1447,3447
1448,3448
1449,3449
1450,3450
1451,3451
1452,3452
1453,3453
1454,3454
1455,3455
1456,3456
1457,3457
1458,3458
1459,3459
1460,3460
1461,3461
1462,3462
1463,3463
1464,3464
1465,3465
1466,3466
1467,3467
1468,3468
1469,3469
1470,3470
1471,3471
1472,3472
1473,3473
1474,3474
1475,3475
1476,3476
1477,3477
1478,3478
1479,3479
1480,3480
1481,3481
1482,3482
1483,3483
1484,3484
1485,3485
1486,3486
1487,3487
1488,3488
1489,3489
1490,3490
1491,3491
1492,3492
1493,3493
1494,3494
1495,3495
1496,3496
1497,3497
1498,3498
1499,3499
1500,3500
1501,3501
1502,3502
1503,3503
1504,3504
1505,3505
1506,3506
1507,3507
1508,3508
1509,3509
1510,3510
1511,3511
1512,3512
1513,3513
1514,3514
1515,3515
1516,3516
1517,3517
1518,3518
1519,3519
1520,3520
1521,3521
1522,3522
1523,3523
1524,3524
1525,3525
1526,3526
1527,3527
1528,3528
1529,3529
1530,3530
1531,3531
1532,3532
1533,3533
1534,3534
1535,3535
1536,3536
1537,3537
1538,3538
1539,3539
1540,3540
1541,3541
1542,3542
1543,3543
1544,3544
1545,3545
1546,3546
1547,3547
1548,3548
1549,3549
1550,3550
1551,3551
1552,3552
1553,3553
1554,3554
1555,3555
1556,3556
1557,3557
1558,3558
1559,3559
1560,3560
1561,3561
1562,3562
1563,3563
1564,3564
1565,3565
1566,3566
1567,3567
1568,3568
1569,3569
1570,3570
1571,3571
1572,3572
1573,3573
1574,3574
1575,3575
1576,3576
1577,3577
1578,3578
1579,3579
1580,3580
1581,3581
1582,3582
1583,3583
1584,3584
1585,3585
1586,3586
1587,3587
1588,3588
1589,3589
1590,3590
1591,3591
1592,3592
1593,3593
1594,3594
1595,3595
1596,3596
1597,3597
1598,3598
1599,3599
1600,3600
1601,3601
1602,3602
1603,3603
1604,3604
1605,3605
1606,3606
1607,3607
1608,3608
1609,3609
1610,3610
1611,3611
1612,3612
1613,3613
1614,3614
1615,3615
1616,3616
1617,3617
1618,3618
1619,3619
1620,3620
1621,3621
1622,3622
1623,3623
1624,3624
1625,3625
1626,3626
1627,3627
1628,3628
1629,3629
1630,3630
1631,3631
1632,3632
1633,3633
1634,3634
1635,3635
1636,3636
1637,3637
1638,3638
1639,3639
1640,3640
1641,3641
1642,3642
1643,3643
1644,3644
1645,3645
1646,3646
1647,3647
1648,3648
1649,3649
1650,3650
1651,3651
1652,3652
1653,3653
1654,3654
1655,3655
1656,3656
1657,3657
1658,3658
1659,3659
1660,3660
1661,3661
1662,3662
1663,3663
1664,3664
1665,3665
1666,3666
1667,3667
1668,3668
1669,3669
1670,3670
1671,3671
1672,3672
1673,3673
1674,3674
1675,3675
1676,3676
1677,3677
1678,3678
1679,3679
1680,3680
1681,3681
1682,3682
1683,3683
1684,3684
1685,3685
1686,3686
1687,3687
1688,3688
1689,3689
1690,3690
1691,3691
1692,3692
1693,3693
1694,3694
1695,3695
1696,3696
1697,3697
1698,3698
1699,3699
1700,3700
1701,3701
1702,3702
1703,3703
1704,3704
1705,3705
1706,3706
1707,3707
1708,3708
1709,3709
1710,3710
1711,3711
1712,3712
1713,3713
1714,3714
1715,3715
1716,3716
1717,3717
1718,3718
1719,3719
1720,3720
1721,3721
1722,3722
1723,3723
1724,3724
1725,3725
1726,3726
1727,3727
1728,3728
1729,3729
1730,3730
1731,3731
1732,3732
1733,3733
1734,3734
1735,3735
1736,3736
1737,3737
1738,3738
1739,3739
1740,3740
1741,3741
1742,3742
1743,3743
1744,3744
1745,3745
1746,3746
1747,3747
1748,3748
1749,3749
1750,3750
1751,3751
1752,3752
1753,3753
1754,3754
1755,3755
1756,3756
1757,3757
1758,3758
1759,3759
1760,3760
1761,3761
1762,3762
1763,3763
1764,3764
1765,3765
1766,3766
1767,3767
1768,3768
1769,3769
1770,3770
1771,3771
1772,3772
1773,3773
1774,3774
1775,3775
1776,3776
1777,3777
1778,3778
1779,3779
1780,3780
1781,3781
1782,3782
1783,3783
1784,3784
1785,3785
1786,3786
1787,3787
1788,3788
1789,3789
1790,3790
1791,3791
1792,3792
1793,3793
1794,3794
1795,3795
1796,3796
1797,3797
1798,3798
1799,3799
1800,3800
1801,3801
1802,3802
1803,3803
1804,3804
1805,3805
1806,3806
1807,3807
1808,3808
1809,3809
1810,3810
1811,3811
1812,3812
1813,3813
1814,3814
1815,3815
1816,3816
1817,3817
1818,3818
1819,3819
1820,3820
1821,3821
1822,3822
1823,3823
1824,3824
1825,3825
1826,3826
1827,3827
1828,3828
1829,3829
1830,3830
1831,3831
1832,3832
1833,3833
1834,3834
1835,3835
1836,3836
1837,3837
1838,3838
1839,3839
1840,3840
1841,3841
1842,3842
1843,3843
1844,3844
1845,3845
1846,3846
1847,3847
1848,3848
1849,3849
1850,3850
1851,3851
1852,3852
1853,3853
1854,3854
1855,3855
1856,3856
1857,3857
1858,3858
1859,3859
1860,3860
1861,3861
1862,3862
1863,3863
1864,3864
1865,3865
1866,3866
1867,3867
1868,3868
1869,3869
1870,3870
1871,3871
1872,3872
1873,3873
1874,3874
1875,3875
1876,3876
1877,3877
1878,3878
1879,3879
1880,3880
1881,3881
1882,3882
1883,3883
1884,3884
1885,3885
1886,3886
1887,3887
1888,3888
1889,3889
1890,3890
1891,3891
1892,3892
1893,3893
1894,3894
1895,3895
1896,3896
1897,3897
1898,3898
1899,3899
1900,3900
1901,3901
1902,3902
1903,3903
1904,3904
1905,3905
1906,3906
1907,3907
1908,3908
1909,3909
1910,3910
1911,3911
1912,3912
1913,3913
1914,3914
1915,3915
1916,3916
1917,3917
1918,3918
1919,3919
1920,3920
1921,3921
1922,3922
1923,3923
1924,3924
1925,3925
1926,3926
1927,3927
1928,3928
1929,3929
1930,3930
1931,3931
1932,3932
1933,3933
1934,3934
1935,3935
1936,3936
1937,3937
1938,3938
1939,3939
1940,3940
1941,3941
1942,3942
1943,3943
1944,3944
1945,3945
1946,3946
1947,3947
1948,3948
1949,3949
1950,3950
1951,3951
1952,3952
1953,3953
1954,3954
1955,3955
1956,3956
1957,3957
1958,3958
1959,3959
1960,3960
1961,3961
1962,3962
1963,3963
1964,3964
1965,3965
1966,3966
1967,3967
1968,3968
1969,3969
1970,3970
1971,3971
1972,3972
1973,3973
1974,3974
1975,3975
1976,3976
1977,3977
1978,3978
1979,3979
1980,3980
1981,3981
1982,3982
1983,3983
1984,3984
1985,3985
1986,3986
1987,3987
1988,3988
1989,3989
1990,3990
1991,3991
1992,3992
1993,3993
1994,3994
1995,3995
1996,3996
1997,3997
1998,3998
1999,3999
